,average_degree,density,longest_path,degree_centralization,betweenness_centralization,003,012,021D,021U,021C,030T,dominant_topic
805443722,1.9711191335740073,0.0035708679956050855,0.039711191335740074,0.23367588932806324,0.0004887724122128658,12387.747292418773,253.5306859205776,0.021660649819494584,8.061371841155236,0.5848375451263538,0.05415162454873646,4
805452109,1.9846153846153847,0.003831303831303831,0.04230769230769231,0.26853431504594294,0.0007919963473523678,10892.280769230769,233.45384615384614,0.39615384615384613,10.180769230769231,0.6576923076923077,0.03076923076923077,1
805453752,2.0327868852459017,0.003343399482312338,0.029508196721311476,0.3111429564009032,0.0009821781606831053,15060.629508196722,274.78688524590166,0.11147540983606558,15.819672131147541,0.639344262295082,0.013114754098360656,4
805455311,2.1392405063291138,0.003395619851316054,0.056962025316455694,0.18804974218986958,0.001199957847415132,16156.401898734177,321.373417721519,0.08227848101265822,6.177215189873418,0.9272151898734177,0.0379746835443038,4
805455361,2.251572327044025,0.0035513759101640776,0.031446540880503145,0.31348081300163716,0.000521028121851235,16357.632075471698,319.6949685534591,0.7075471698113207,16.27987421383648,0.9779874213836478,0.040880503144654086,4
805459722,2.0584415584415585,0.0033525106815009095,0.04220779220779221,0.47848672585212154,0.0006226033014895796,15378.15909090909,242.75974025974025,0.016233766233766232,35.48051948051948,0.564935064935065,0.01948051948051948,2
805466053,1.9274193548387097,0.003901658613033825,0.06451612903225806,0.15539317336493202,0.0013694500891311898,9894.22177419355,228.54032258064515,0.1814516129032258,3.350806451612903,0.6491935483870968,0.056451612903225805,0
805467158,1.767605633802817,0.003122978151595083,0.06690140845070422,0.050647820965842166,0.0027207320508416647,13053.524647887323,245.7394366197183,0.056338028169014086,1.193661971830986,0.4647887323943662,0.02112676056338028,4
805467799,1.6813559322033897,0.002859448864291479,0.020338983050847456,0.04218615773954633,0.00020007306398215724,14112.169491525423,243.35593220338984,0.006779661016949152,1.1457627118644067,0.30847457627118646,0.013559322033898305,1
805468021,2.117241379310345,0.0036630473690490396,0.10689655172413794,0.09715013456362938,0.00855768642350758,13570.248275862068,298.63448275862066,0.15862068965517243,1.910344827586207,1.0344827586206897,0.013793103448275862,4
805472907,2.007518796992481,0.003787771315080153,0.045112781954887216,0.049399656946826756,0.0009152399754037375,11396.785714285714,261.5263157894737,0.06766917293233082,0.5977443609022557,0.9323308270676691,0.09022556390977443,0
805473259,2.00709219858156,0.003571338431639787,0.0425531914893617,0.6702084392475851,0.000806908292882384,12896.797872340425,152.08510638297872,0.0070921985815602835,64.10283687943263,0.3333333333333333,0.0070921985815602835,2
805475078,2.1298701298701297,0.0034688438597233386,0.048701298701298704,0.22579889719188437,0.0014554687114795445,15340.532467532468,307.0974025974026,0.045454545454545456,8.425324675324676,0.8668831168831169,0.032467532467532464,4
805477497,2.279835390946502,0.00471040370030269,0.1522633744855967,0.05299886835156545,0.01010569420665721,9448.119341563786,269.8971193415638,0.13991769547325103,0.6995884773662552,1.2880658436213992,0.18930041152263374,0
805477969,2.3857142857142857,0.00427547363031234,0.05,0.3704391325649158,0.0010236232334516241,12617.457142857143,287.70714285714286,1.0357142857142858,19.732142857142858,0.8321428571428572,0.2357142857142857,4
805478202,2.031545741324921,0.003214471109691331,0.028391167192429023,0.3756881655615833,0.000393264713886408,16293.618296529969,272.8107255520505,0.03785488958990536,22.829652996845425,0.6876971608832808,0.015772870662460567,0
805480868,2.1298701298701297,0.0034688438597233386,0.006493506493506494,0.756935130186711,0.0002340483562627903,15422.392857142857,143.3538961038961,0.1461038961038961,91.01298701298701,0.08441558441558442,0.00974025974025974,2
805483433,2.1577060931899643,0.003880766354658209,0.08243727598566308,0.126236916603901,0.0035313514764896445,12539.623655913978,290.59856630824373,0.12544802867383512,2.824372759856631,1.1397849462365592,0.021505376344086023,4
805488586,1.9591836734693877,0.004014720642355303,0.06938775510204082,0.06628212912365918,0.0014342741618862138,9645.734693877552,234.54285714285714,0.05714285714285714,0.7551020408163265,0.8571428571428571,0.053061224489795916,0
805490472,1.9855072463768115,0.0036100131752305666,0.07971014492753623,0.1722096881220969,0.0032161187187066402,12291.822463768116,261.0217391304348,0.07246376811594203,4.605072463768116,0.7971014492753623,0.014492753623188406,1
805493490,2.2302631578947367,0.003680302240750391,0.06578947368421052,0.08893405896881079,0.0020992690049937337,14917.930921052632,329.50657894736844,0.4144736842105263,2.0197368421052633,0.9901315789473685,0.13815789473684212,0
805496508,2.3846153846153846,0.003833786791986149,0.01282051282051282,0.8045638419251115,9.0116200538229e-05,15804.59935897436,158.05128205128204,4.762820512820513,100.51282051282051,0.20833333333333334,0.1987179487179487,4
805497255,1.9527027027027026,0.003309665597801191,0.09121621621621621,0.0786579038395019,0.004300664247313399,14170.158783783783,282.63513513513516,0.013513513513513514,1.3243243243243243,0.8682432432432432,0.0,1
